Mn=309 den=2 N=250 errco=3083 C250=6264433/1000000
122 k=118 r=402693/2000000 delta=7749/1000000000 v=692833/1000000
123 k=118 r=258327/500000 delta=7899/1000000000 v=-475753/1000000
124 k=119 r=-185347/250000 delta=3903/500000000 v=-196909/200000
125 k=119 r=-4311443/10000000 delta=7747/1000000000 v=-6127/40000
126 k=119 r=-616863/5000000 delta=7847/1000000000 v=176137/200000
127 k=119 r=1819619/10000000 delta=7797/1000000000 v=46663/62500
128 k=119 r=969811/2000000 delta=7797/1000000000 v=-9013/25000
129 k=120 r=-7853033/10000000 delta=7863/1000000000 v=-1
130 k=120 r=-4870411/10000000 delta=779/100000000 v=-14739/40000
131 k=120 r=-238827/1250000 delta=49/6250000 v=45119/62500
132 k=120 r=1026661/10000000 delta=387/50000000 v=114607/125000
133 k=120 r=3941767/10000000 delta=387/50000000 v=-591/100000
134 k=120 r=6835031/10000000 delta=15613/1000000000 v=-918083/1000000
135 k=121 r=-6001183/10000000 delta=391/50000000 v=-737713/1000000
136 k=121 r=-157531/500000 delta=7883/1000000000 v=305581/1000000
137 k=121 r=-320913/10000000 delta=99/12500000 v=247943/250000
138 k=121 r=2488167/10000000 delta=777/100000000 v=544279/1000000
139 k=121 r=329813/625000 delta=391/50000000 v=-257071/500000
140 k=122 r=-3831061/5000000 delta=7877/1000000000 v=-997057/1000000
141 k=122 r=-4913027/10000000 delta=1969/250000000 v=-96067/250000
142 k=122 r=-2183321/10000000 delta=1969/250000000 v=642279/1000000
143 k=122 r=527227/10000000 delta=1969/250000000 v=195569/200000
144 k=122 r=3218849/10000000 delta=243/31250000 v=69871/250000
145 k=122 r=1472973/2500000 delta=3913/500000000 v=-44219/62500
146 k=123 r=-7161413/10000000 delta=1577/200000000 v=-961873/1000000
147 k=123 r=-452491/1000000 delta=3959/500000000 v=-118447/500000
148 k=123 r=-61/320 delta=1577/200000000 v=723111/1000000
149 k=123 r=173699/2500000 delta=1567/200000000 v=961629/1000000
150 k=123 r=3278383/10000000 delta=1967/250000000 v=128271/500000
151 k=123 r=292243/500000 delta=971/125000000 v=-138817/200000
152 k=124 r=-7313583/10000000 delta=7811/1000000000 v=-122091/125000
153 k=124 r=-4780787/10000000 delta=3871/500000000 v=-167459/500000
154 k=124 r=-566121/2500000 delta=487/62500000 v=617061/1000000
155 k=124 r=235519/10000000 delta=3871/500000000 v=497783/500000
156 k=124 r=1359727/5000000 delta=7761/1000000000 v=464451/1000000
157 k=124 r=2593757/5000000 delta=7861/1000000000 v=-96623/200000
158 k=124 r=7639893/10000000 delta=487/62500000 v=-62271/62500
159 k=125 r=-2815571/5000000 delta=3877/500000000 v=-630083/1000000
160 k=125 r=-3209509/10000000 delta=3877/500000000 v=283069/1000000
161 k=125 r=-401489/5000000 delta=7849/1000000000 v=47443/50000
162 k=125 r=794341/5000000 delta=7849/1000000000 v=804791/1000000
163 k=125 r=1982813/5000000 delta=7899/1000000000 v=-15453/1000000
164 k=125 r=791001/1250000 delta=7799/1000000000 v=-32777/40000
165 k=126 r=-3515971/5000000 delta=7847/1000000000 v=-37857/40000
166 k=126 r=-4698103/10000000 delta=491/62500000 v=-303577/1000000
167 k=126 r=-2378247/10000000 delta=3903/500000000 v=290313/500000
168 k=126 r=-9037/1250000 delta=1939/250000000 v=499791/500000
169 k=126 r=111001/500000 delta=7897/1000000000 v=630959/1000000
170 k=126 r=224939/500000 delta=3953/500000000 v=-226727/1000000
171 k=126 r=3382087/5000000 delta=7897/1000000000 v=-906481/1000000
172 k=127 r=-1672901/2500000 delta=49/6250000 v=-223461/250000
173 k=127 r=-2226237/5000000 delta=779/100000000 v=-208649/1000000
174 k=127 r=-445249/2000000 delta=49/6250000 v=25161/40000
175 k=127 r=-6381/5000000 delta=779/100000000 v=999987/1000000
176 k=127 r=2188091/10000000 delta=7863/1000000000 v=128163/200000
177 k=127 r=2188253/5000000 delta=7763/1000000000 v=-178839/1000000
178 k=127 r=6552561/10000000 delta=779/100000000 v=-867537/1000000
179 k=128 r=-3495757/5000000 delta=7833/1000000000 v=-23527/25000
180 k=128 r=-967943/2000000 delta=7733/1000000000 v=-357033/1000000
181 k=128 r=-2699813/10000000 delta=7833/1000000000 v=235697/500000
182 k=128 r=-57173/1000000 delta=7833/1000000000 v=243491/250000
183 k=128 r=1544727/10000000 delta=7783/1000000000 v=407551/500000
184 k=128 r=729927/2000000 delta=7783/1000000000 v=22143/200000
185 k=128 r=5743149/10000000 delta=391/50000000 v=-66423/100000
186 k=128 r=1565069/2000000 delta=7833/1000000000 v=-499967/500000
187 k=129 r=-2905773/5000000 delta=317/40000000 v=-68443/100000
188 k=129 r=-1875779/5000000 delta=3939/500000000 v=17529/250000
189 k=129 r=-26601/156250 delta=317/40000000 v=776953/1000000
190 k=129 r=167889/5000000 delta=1957/250000000 v=495497/500000
191 k=129 r=1181679/5000000 delta=317/40000000 v=117093/200000
192 k=129 r=4380317/10000000 delta=63/8000000 v=-90169/500000
193 k=129 r=6386809/10000000 delta=3889/500000000 v=-832679/1000000
194 k=130 r=-3662507/5000000 delta=1577/200000000 v=-977699/1000000
195 k=130 r=-5339149/10000000 delta=1967/250000000 v=-5353/10000
196 k=130 r=-3363441/10000000 delta=1567/200000000 v=55879/250000
197 k=130 r=-87361/625000 delta=1577/200000000 v=847727/1000000
198 k=130 r=557923/10000000 delta=3909/500000000 v=975201/1000000
199 k=130 r=2503773/10000000 delta=3959/500000000 v=67379/125000
200 k=130 r=1109963/2500000 delta=1577/200000000 v=-203709/1000000
201 k=130 r=795789/1250000 delta=971/125000000 v=-82811/100000
202 k=131 r=-928101/1250000 delta=3921/500000000 v=-985301/1000000
203 k=131 r=-551739/1000000 delta=7761/1000000000 v=-594111/1000000
204 k=131 r=-3619357/10000000 delta=1973/250000000 v=122743/1000000
205 k=131 r=-346119/2000000 delta=7761/1000000000 v=38491/50000
206 k=131 r=5959/400000 delta=487/62500000 v=39929/40000
207 k=131 r=2019429/10000000 delta=7761/1000000000 v=691111/1000000
208 k=131 r=970221/2500000 delta=3921/500000000 v=9221/500000
209 k=131 r=716677/1250000 delta=3871/500000000 v=-132263/200000
210 k=131 r=7577103/10000000 delta=7761/1000000000 v=-993873/1000000
211 k=132 r=-6295941/10000000 delta=3877/500000000 v=-162401/200000
212 k=132 r=-279357/625000 delta=7849/1000000000 v=-215387/1000000
213 k=132 r=-1326029/5000000 delta=7899/1000000000 v=244077/500000
214 k=132 r=-421451/5000000 delta=7749/1000000000 v=471849/500000
215 k=132 r=191559/2000000 delta=247/31250000 v=57969/62500
216 k=132 r=55003/200000 delta=7749/1000000000 v=453543/1000000
217 k=132 r=22671/50000 delta=3877/500000000 v=-240503/1000000
218 k=132 r=3155031/5000000 delta=7849/1000000000 v=-815289/1000000
219 k=133 r=-7630151/10000000 delta=3903/500000000 v=-199199/200000
220 k=133 r=-5870473/10000000 delta=3953/500000000 v=-43839/62500
221 k=133 r=-128711/312500 delta=3953/500000000 v=-76629/1000000
222 k=133 r=-593747/2500000 delta=3903/500000000 v=581687/1000000
223 k=133 r=-319513/5000000 delta=3903/500000000 v=967509/1000000
224 k=133 r=272293/2500000 delta=7797/1000000000 v=226647/250000
225 k=133 r=702421/2500000 delta=7797/1000000000 v=432193/1000000
226 k=133 r=4522529/10000000 delta=15497/1000000000 v=-235969/1000000
227 k=133 r=3113921/5000000 delta=7797/1000000000 v=-24869/31250
228 k=134 r=-7782321/10000000 delta=7889/1000000000 v=-999589/1000000
229 k=134 r=-190373/312500 delta=1941/250000000 v=-761729/1000000
230 k=134 r=-4408929/10000000 delta=7739/1000000000 v=-191583/1000000
231 k=134 r=-1366611/5000000 delta=7739/1000000000 v=459567/1000000
232 k=134 r=-133097/1250000 delta=3957/500000000 v=910663/1000000
233 k=134 r=596523/10000000 delta=7889/1000000000 v=242917/250000
234 k=134 r=562679/2500000 delta=7839/1000000000 v=310693/500000
235 k=134 r=3897841/10000000 delta=3907/500000000 v=583/50000
236 k=134 r=2768987/5000000 delta=7789/1000000000 v=-600713/1000000
237 k=134 r=1434231/2000000 delta=7739/1000000000 v=-962931/1000000
238 k=135 r=-6910503/10000000 delta=3941/500000000 v=-929629/1000000
239 k=135 r=-1058199/2000000 delta=1933/250000000 v=-518933/1000000
240 k=135 r=-3678247/10000000 delta=979/125000000 v=99333/1000000
241 k=135 r=-2072219/10000000 delta=7821/1000000000 v=42231/62500
242 k=135 r=-94567/2000000 delta=7821/1000000000 v=982167/1000000
243 k=135 r=139993/1250000 delta=7771/1000000000 v=36053/40000
244 k=135 r=541239/2000000 delta=3941/500000000 v=469141/1000000
245 k=135 r=4285939/10000000 delta=15621/1000000000 v=-71543/500000
246 k=135 r=585927/1000000 delta=1933/250000000 v=-698223/1000000
247 k=135 r=7426209/10000000 delta=1933/250000000 v=-985397/1000000
248 k=136 r=-134423/200000 delta=313/40000000 v=-22477/25000
249 k=136 r=-5166841/10000000 delta=3889/500000000 v=-475859/1000000
250 k=136 r=-3618713/10000000 delta=317/40000000 v=122999/1000000
