Mn=399 den=2 N=250 errco=5102 C250=571493/62500
35 k=113 r=-1770009/10000000 delta=10113/1000000000 v=379831/500000
36 k=114 r=-428467/1250000 delta=1007/100000000 v=198377/1000000
37 k=115 r=-341903/625000 delta=10077/1000000000 v=-578903/1000000
38 k=115 r=1957579/2500000 delta=159/15625000 v=-199991/200000
39 k=116 r=2538817/5000000 delta=5017/500000000 v=-444179/1000000
40 k=117 r=1996923/10000000 delta=10111/1000000000 v=697589/1000000
41 k=118 r=-697803/5000000 delta=1263/125000000 v=848187/1000000
42 k=119 r=-5084891/10000000 delta=9997/1000000000 v=-446777/1000000
43 k=119 r=3325473/5000000 delta=5003/500000000 v=-443217/500000
44 k=120 r=602249/2500000 delta=10063/1000000000 v=570569/1000000
45 k=121 r=-1045329/5000000 delta=1017/100000000 v=670241/1000000
46 k=122 r=-1367329/2000000 delta=10127/1000000000 v=-459169/500000
47 k=122 r=1944811/5000000 delta=10077/1000000000 v=14947/1000000
48 k=123 r=-658979/5000000 delta=2017/200000000 v=216057/250000
49 k=124 r=-421381/625000 delta=10161/1000000000 v=-225679/250000
50 k=124 r=3334051/10000000 delta=1249/125000000 v=234959/1000000
51 k=125 r=-1248683/5000000 delta=5077/500000000 v=541189/1000000
52 k=125 r=1796853/2500000 delta=10049/1000000000 v=-192933/200000
53 k=126 r=489869/5000000 delta=10097/1000000000 v=924187/1000000
54 k=127 r=-270277/500000 delta=10013/1000000000 v=-27877/50000
55 k=127 r=1873037/5000000 delta=10163/1000000000 v=4519/62500
56 k=128 r=-2975163/10000000 delta=10033/1000000000 v=371599/1000000
57 k=128 r=5852513/10000000 delta=253/25000000 v=-139257/200000
58 k=129 r=-118129/1000000 delta=633/62500000 v=445213/500000
59 k=129 r=3672271/5000000 delta=633/62500000 v=-979309/1000000
60 k=130 r=19119/10000000 delta=1271/125000000 v=999971/1000000
61 k=131 r=-1488971/2000000 delta=5071/500000000 v=-986639/1000000
62 k=131 r=665069/10000000 delta=1249/125000000 v=964823/1000000
63 k=132 r=-1412539/2000000 delta=5027/500000000 v=-475163/500000
64 k=132 r=79177/1000000 delta=10049/1000000000 v=475133/500000
65 k=133 r=-3591737/5000000 delta=10097/1000000000 v=-964249/1000000
66 k=133 r=53899/1250000 delta=5003/500000000 v=985163/1000000
67 k=134 r=-7776619/10000000 delta=10089/1000000000 v=-999521/1000000
68 k=134 r=-96897/2500000 delta=10139/1000000000 v=494003/500000
69 k=134 r=1723391/2500000 delta=5007/500000000 v=-927111/1000000
70 k=135 r=-327607/2000000 delta=10071/1000000000 v=396459/500000
71 k=135 r=2718267/5000000 delta=4991/500000000 v=-567789/1000000
72 k=136 r=-1647881/5000000 delta=2507/250000000 v=249817/1000000
73 k=136 r=1791823/5000000 delta=403/40000000 v=136907/1000000
74 k=137 r=-1334631/2500000 delta=1997/200000000 v=-535089/1000000
75 k=137 r=1356247/10000000 delta=5009/500000000 v=856421/1000000
76 k=138 r=-7745673/10000000 delta=10111/1000000000 v=-499531/500000
77 k=138 r=-1225963/10000000 delta=10061/1000000000 v=110269/125000
78 k=138 r=651201/1250000 delta=1249/125000000 v=-245417/500000
79 k=139 r=-4144779/10000000 delta=9999/1000000000 v=-17401/200000
80 k=139 r=2128897/10000000 delta=5077/500000000 v=658811/1000000
81 k=140 r=-461459/625000 delta=2499/250000000 v=-245583/250000
82 k=140 r=-78977/625000 delta=5073/500000000 v=174991/200000
83 k=140 r=4781917/10000000 delta=10107/1000000000 v=-20959/62500
84 k=141 r=-2476471/5000000 delta=20039/1000000000 v=-199479/500000
85 k=141 r=94949/1000000 delta=10039/1000000000 v=46437/50000
86 k=141 r=678287/1000000 delta=10039/1000000000 v=-909613/1000000
87 k=142 r=-1579547/5000000 delta=10071/1000000000 v=18897/62500
88 k=142 r=254097/1000000 delta=10021/1000000000 v=13161/25000
89 k=143 r=-941421/1250000 delta=403/40000000 v=-198337/200000
90 k=143 r=-489671/2500000 delta=633/62500000 v=354233/500000
91 k=143 r=888107/2500000 delta=803/40000000 v=29853/200000
92 k=144 r=-6704671/10000000 delta=2017/200000000 v=-35847/40000
93 k=144 r=-262547/2000000 delta=5009/500000000 v=865277/1000000
94 k=144 r=2010773/5000000 delta=1997/200000000 v=-37813/1000000
95 k=145 r=-1281719/2000000 delta=1001/100000000 v=-837473/1000000
96 k=145 r=-593017/5000000 delta=9993/1000000000 v=889561/1000000
97 k=145 r=995603/2500000 delta=127/12500000 v=-22167/1000000
98 k=146 r=-6610121/10000000 delta=203/20000000 v=-878757/1000000
99 k=146 r=-386653/2500000 delta=10003/1000000000 v=162933/200000
100 k=146 r=138639/400000 delta=10053/1000000000 v=183363/1000000
101 k=147 r=-3639613/5000000 delta=10007/1000000000 v=-973689/1000000
102 k=147 r=-2365391/10000000 delta=10157/1000000000 v=116961/200000
103 k=147 r=2500463/10000000 delta=5073/500000000 v=270073/500000
104 k=147 r=914917/1250000 delta=2499/250000000 v=-977219/1000000
105 k=148 r=-3615839/10000000 delta=5007/500000000 v=6207/50000
106 k=148 r=1111663/10000000 delta=2541/250000000 v=180551/200000
107 k=148 r=231793/400000 delta=10089/1000000000 v=-679539/1000000
108 k=149 r=-2636783/5000000 delta=4991/500000000 v=-512961/1000000
109 k=149 r=-676787/10000000 delta=5041/500000000 v=48179/50000
110 k=149 r=121189/312500 delta=10121/1000000000 v=2447/125000
111 k=150 r=-3658139/5000000 delta=4989/500000000 v=-976959/1000000
112 k=150 r=-2843189/10000000 delta=403/40000000 v=105017/250000
113 k=150 r=7951/50000 delta=4989/500000000 v=804431/1000000
114 k=150 r=5984487/10000000 delta=5039/500000000 v=-183297/250000
115 k=151 r=-670943/1250000 delta=10117/1000000000 v=-544859/1000000
116 k=151 r=-524683/5000000 delta=2509/250000000 v=114149/125000
117 k=151 r=807951/2500000 delta=10017/1000000000 v=54901/200000
118 k=151 r=1869129/2500000 delta=5043/500000000 v=-988623/1000000
119 k=152 r=-1005649/2500000 delta=9993/1000000000 v=-38233/1000000
120 k=152 r=75547/5000000 delta=10143/1000000000 v=499087/500000
121 k=152 r=107253/250000 delta=1001/100000000 v=-144741/1000000
122 k=153 r=-7312881/10000000 delta=101/10000000 v=-244167/250000
123 k=153 r=-648287/2000000 delta=203/20000000 v=135399/500000
124 k=153 r=797043/10000000 delta=10003/1000000000 v=949607/1000000
125 k=153 r=4803103/10000000 delta=201/20000000 v=-85829/250000
126 k=154 r=-6930721/10000000 delta=631/62500000 v=-932579/1000000
127 k=154 r=-747013/2500000 delta=10007/1000000000 v=45851/125000
128 k=154 r=28867/312500 delta=10007/1000000000 v=932509/1000000
129 k=154 r=1201279/2500000 delta=5023/500000000 v=-43009/125000
130 k=155 r=-14103/20000 delta=10139/1000000000 v=-948923/1000000
131 k=155 r=-807407/2500000 delta=629/62500000 v=137671/500000
132 k=155 r=281583/5000000 delta=9989/1000000000 v=194947/200000
133 k=155 r=1081833/2500000 delta=9989/1000000000 v=-159453/1000000
134 k=156 r=-764467/1000000 delta=20131/1000000000 v=-996497/1000000
135 k=156 r=-492061/1250000 delta=1259/125000000 v=-3799/1000000
136 k=156 r=-255663/10000000 delta=5061/500000000 v=39791/40000
137 k=156 r=3398229/10000000 delta=9981/1000000000 v=209931/1000000
138 k=156 r=439093/625000 delta=10031/1000000000 v=-945589/1000000
139 k=157 r=-5081351/10000000 delta=5087/500000000 v=-44551/100000
140 k=157 r=-1506061/10000000 delta=10029/1000000000 v=205991/250000
141 k=157 r=1021871/5000000 delta=1253/125000000 v=684049/1000000
142 k=157 r=1392127/2500000 delta=1253/125000000 v=-610433/1000000
143 k=158 r=-6639427/10000000 delta=2509/250000000 v=-884291/1000000
144 k=158 r=-1581919/5000000 delta=10017/1000000000 v=150271/500000
145 k=158 r=287761/10000000 delta=10167/1000000000 v=993383/1000000
146 k=158 r=185781/500000 delta=10117/1000000000 v=2639/31250
147 k=158 r=3560019/5000000 delta=4993/500000000 v=-191443/200000
148 k=159 r=-104131/200000 delta=1001/100000000 v=-61221/125000
149 k=159 r=-923959/5000000 delta=127/12500000 v=73903/100000
150 k=159 r=1488171/10000000 delta=1011/100000000 v=413999/500000
151 k=159 r=2401083/5000000 delta=10143/1000000000 v=-85741/250000
152 k=160 r=-7613699/10000000 delta=10153/1000000000 v=-199077/200000
153 k=160 r=-868639/2000000 delta=101/10000000 v=-82857/500000
154 k=160 r=-1093989/10000000 delta=10103/1000000000 v=905773/1000000
155 k=160 r=2134171/10000000 delta=101/10000000 v=657223/1000000
156 k=160 r=2670791/5000000 delta=10003/1000000000 v=-268061/500000
157 k=161 r=-1794867/2500000 delta=10157/1000000000 v=-963823/1000000
158 k=161 r=-802561/2000000 delta=2499/250000000 v=-34319/1000000
159 k=161 r=-866091/10000000 delta=10157/1000000000 v=940589/1000000
160 k=161 r=282609/1250000 delta=10157/1000000000 v=309099/500000
161 k=161 r=5368333/10000000 delta=5073/500000000 v=-136281/250000
162 k=162 r=-725137/1000000 delta=5019/500000000 v=-971089/1000000
163 k=162 r=-130691/312500 delta=2013/200000000 v=-101871/1000000
164 k=162 r=-1131657/10000000 delta=2033/200000000 v=449643/500000
165 k=162 r=475061/2500000 delta=2013/200000000 v=724769/1000000
166 k=162 r=4913841/10000000 delta=2003/200000000 v=-48071/125000
167 k=163 r=-389929/500000 delta=9981/1000000000 v=-499877/500000
168 k=163 r=-4820993/10000000 delta=10131/1000000000 v=-87507/250000
169 k=163 r=-1861011/10000000 delta=5011/500000000 v=183873/250000
170 k=163 r=135183/1250000 delta=10081/1000000000 v=181577/200000
171 k=163 r=4006683/10000000 delta=5011/500000000 v=-31871/1000000
172 k=163 r=1728711/2500000 delta=10081/1000000000 v=-930267/1000000
173 k=164 r=-1180363/2000000 delta=10129/1000000000 v=-22197/31250
174 k=164 r=-302717/1000000 delta=9979/1000000000 v=352207/1000000
175 k=164 r=-168983/10000000 delta=10129/1000000000 v=249429/250000
176 k=164 r=1336447/5000000 delta=1253/125000000 v=480863/1000000
177 k=164 r=687339/1250000 delta=10029/1000000000 v=-117617/200000
178 k=165 r=-3699697/5000000 delta=10117/1000000000 v=-491757/500000
179 k=165 r=-4605247/10000000 delta=10167/1000000000 v=-133993/500000
180 k=165 r=-182671/1000000 delta=5043/500000000 v=372359/500000
181 k=165 r=58529/625000 delta=10167/1000000000 v=930659/1000000
182 k=165 r=3684377/10000000 delta=10167/1000000000 v=96893/1000000
183 k=165 r=3208639/5000000 delta=10017/1000000000 v=-167873/200000
184 k=166 r=-6572697/10000000 delta=10043/1000000000 v=-174303/200000
185 k=166 r=-1934711/5000000 delta=10093/1000000000 v=921/40000
186 k=166 r=-1180761/10000000 delta=503/50000000 v=445261/500000
187 k=166 r=1493537/10000000 delta=10093/1000000000 v=826793/1000000
188 k=166 r=51919/125000 delta=1001/100000000 v=-11311/125000
189 k=166 r=6799439/10000000 delta=10093/1000000000 v=-912347/1000000
190 k=167 r=-6276621/10000000 delta=10053/1000000000 v=-807471/1000000
191 k=167 r=-3658483/10000000 delta=10153/1000000000 v=107197/1000000
192 k=167 r=-52703/500000 delta=10003/1000000000 v=456213/500000
193 k=167 r=1536847/10000000 delta=203/20000000 v=204231/250000
194 k=167 r=4114387/10000000 delta=203/20000000 v=-9361/125000
195 k=167 r=333933/500000 delta=201/20000000 v=-89151/100000
196 k=168 r=-6478147/10000000 delta=2527/250000000 v=-17047/20000
197 k=168 r=-3939959/10000000 delta=2019/200000000 v=-5187/1000000
198 k=168 r=-707319/5000000 delta=2009/200000000 v=84413/100000
199 k=168 r=219593/2000000 delta=1251/125000000 v=452549/500000
200 k=168 r=3597949/10000000 delta=2019/200000000 v=131237/1000000
201 k=168 r=1217103/2000000 delta=5029/500000000 v=-760063/1000000
202 k=169 r=-3573651/5000000 delta=5019/500000000 v=-480157/500000
203 k=169 r=-187373/400000 delta=1261/125000000 v=-149161/500000
204 k=169 r=-2233467/10000000 delta=2013/200000000 v=626777/1000000
205 k=169 r=10271/500000 delta=1261/125000000 v=498313/500000
206 k=169 r=1316219/5000000 delta=2033/200000000 v=123747/250000
207 k=169 r=1261921/2500000 delta=1261/125000000 v=-216707/500000
208 k=169 r=745131/1000000 delta=5019/500000000 v=-61691/62500
209 k=170 r=-1466137/2500000 delta=5061/500000000 v=-174933/250000
210 k=170 r=-696773/2000000 delta=9981/1000000000 v=44081/250000
211 k=170 r=-1114503/10000000 delta=1259/125000000 v=180453/200000
212 k=170 r=1243637/10000000 delta=5061/500000000 v=2197/2500
213 k=170 r=224419/625000 delta=10081/1000000000 v=134109/1000000
214 k=170 r=5926799/10000000 delta=10131/1000000000 v=-717303/1000000
215 k=171 r=-7455991/10000000 delta=10129/1000000000 v=-197471/200000
216 k=171 r=-642699/1250000 delta=1253/125000000 v=-58369/125000
217 k=171 r=-709479/2500000 delta=5087/500000000 v=210991/500000
218 k=171 r=-544813/10000000 delta=2531/250000000 v=244087/250000
219 k=171 r=217227/1250000 delta=5087/500000000 v=767973/1000000
220 k=171 r=2005011/5000000 delta=10079/1000000000 v=-16603/500000
221 k=171 r=6271953/10000000 delta=10079/1000000000 v=-25199/31250
222 k=172 r=-3592177/5000000 delta=10067/1000000000 v=-482171/500000
223 k=172 r=-1235693/2500000 delta=10067/1000000000 v=-15809/40000
224 k=172 r=-542243/2000000 delta=10117/1000000000 v=467367/1000000
225 k=172 r=-489583/10000000 delta=10117/1000000000 v=490443/500000
226 k=172 r=1722149/10000000 delta=20017/1000000000 v=771971/1000000
227 k=172 r=784831/2000000 delta=10117/1000000000 v=567/500000
228 k=172 r=6116461/10000000 delta=2509/250000000 v=-48003/62500
229 k=173 r=-7408773/10000000 delta=10009/1000000000 v=-196837/200000
230 k=173 r=-523557/1000000 delta=10159/1000000000 v=-99971/200000
231 k=173 r=-3071793/10000000 delta=10159/1000000000 v=167723/500000
232 k=173 r=-57337/625000 delta=4997/500000000 v=933423/1000000
233 k=173 r=613891/5000000 delta=317/31250000 v=881809/1000000
234 k=173 r=1681889/5000000 delta=10059/1000000000 v=27923/125000
235 k=173 r=686331/1250000 delta=5047/500000000 v=-585473/1000000
236 k=173 r=760849/1000000 delta=2511/250000000 v=-995183/1000000
237 k=174 r=-5990609/10000000 delta=2513/250000000 v=-734851/1000000
238 k=174 r=-1945311/5000000 delta=5001/500000000 v=14547/1000000
239 k=174 r=-1799413/10000000 delta=10001/1000000000 v=751961/1000000
240 k=174 r=70767/2500000 delta=10101/1000000000 v=993597/1000000
241 k=174 r=235687/1000000 delta=2513/250000000 v=587567/1000000
242 k=174 r=2211047/5000000 delta=2513/250000000 v=-196749/1000000
243 k=174 r=647879/1000000 delta=10151/1000000000 v=-213121/250000
244 k=175 r=-7180907/10000000 delta=5029/500000000 v=-120497/125000
245 k=175 r=-1028209/2000000 delta=4019/200000000 v=-233379/500000
246 k=175 r=-3109461/10000000 delta=2527/250000000 v=64243/200000
247 k=175 r=-271533/2500000 delta=2527/250000000 v=907101/1000000
248 k=175 r=929017/10000000 delta=2009/200000000 v=186349/200000
249 k=175 r=2936037/10000000 delta=1999/200000000 v=386083/1000000
250 k=175 r=4935077/10000000 delta=1251/125000000 v=-78479/200000
